The/inside/people/not/smoke/can/park;People can not smoke inside the park;Inside the park can not people smoke;Can not people smoke inside the park;Inside the park smoke people can not;4;12;This is not the correct structure;
Family/will/all/pizza/eat/my;All my family will eat pizza;My family all eat will pizza;Pizza all my family will eat;Will eat pizza all my family;4;12;This is not the correct structure;
Parking lot/gigant/the/is;The parking lot is gigant;Is gigant the parking lot;Gigant is the parking lot;The parking lot gigant is ;4;12;This is not the correct structure;
Aid/people/first/be/to/use/in;People use to be in first aid;People to be use in first aid;In first aid people use to be;Use to be in first aid people;4;12;This is not the correct structure;
Night/office/at/park/close/is;Park office is close at night;At night park office is close;Is close at night park office;Park office close at night is;4;12;This is not the correct structure;
Yo-yo/uncle/is/my/the/in;My uncle is in the yo-yo;In the yo-yo is my uncle;My uncle in the yo-yo is;Is in the yoyo my uncle;4;12;This is not the correct structure;
Are there children in the carousel?;There are children in the carousel;There are not children in the carousel;There is a child in the carousel;There are two children in the carousel;5;12;This is not the correct answer from the video;parque_4
Are there people walking in the park?;There are people walking in the park;There is a person walking in the park;There are not people walking in the park;There are eighty people walking in the park;5;12;This is not the correct answer from the video;parque_4
Is the carousel so dangerous?;The carousel is not so dangerous;The carousel is very dangerous;The carousel is the most dagerous game in the parl;The carousel is so dangerous;5;12;This is not the correct answer from the video;parque_4
Are there trees in the park?;There are trees in the park;There aren't trees in the park;There are two trees in the park;There is a tree in the park;5;12;This is not the correct answer from the video;parque_4
Are there adults in the carousel?;There aren't adults in the carousel;There are adults in the carousel;There is a adult in the carousel;There are two adults in the carousel;5;12;This is not the correct answer from the video;parque_4
Is it a sunny day?;It is a sunny day;It is a rainy day;It is a dark day;It is a so dark day;5;12;This is not the correct answer from the video;parque_4
Are there children crying?;There aren't children crying;There are children crying ;There is a child crying;There are two children crying;5;12;This is not the correct answer from the video;parque_4
Are the people eating ice cream?;The people are not eating ice cream;The people are eating ice cream;A person is eating ice cream;A lot of people are eating ice cream;5;12;This is not the correct answer from the video;parque_4
Are the children smiling?;The children are not smiling;The children are smiling;A child is smiling;Two children are smiling;5;12;This is not the correct answer from the video;parque_4
Is there a lake in the park?;There isn't a lake in the park;There is a lake in the park;There are lakes int he park;There are two lakes in the park;5;12;This is not the correct answer from the video;parque_4
Can you see a restaurant in the park?;I can not see a restaurant in the park;I can see a restaurant in the park;I can see many restaurants in the park;I can see two restaurants in the park;5;12;This is not the correct answer from the video;parque_4
Are there scared people?;There aren't scared people;There are scared people;There is a scared person;There are three scared people;5;12;This is not the correct answer from the video;parque_4
Is the carousel full?;The carousel is not full;The carousel is not full;The carousel is full of children;The carousel is empty;5;12;This is not the correct answer from the video;parque_4
There are two chairs in the bedroom;Hay 2 sillas en la habitación;Hay un escritorio en el cuarto ;Hay una toalla en el cuarto;¿Esta es una nueva casa?;6;12;This is not the correct answer from the audio;audi76
There is a desk in the bedroom;Hay un escritorio en el cuarto ;Hay una toalla en el cuarto;¿Esta es una nueva casa?;Esta es una vieja habitación;6;12;This is not the correct answer from the audio;audi77
There is a towel in the bedroom;Hay una toalla en el cuarto;¿Esta es una nueva casa?;Esta es una vieja habitación;La casa tiene un jardín;6;12;This is not the correct answer from the audio;audi78
There are two doors in the bedroom;¿Esta es una nueva casa?;Esta es una vieja habitación;La casa tiene un jardín;La casa tiene 2 pisos ;6;12;This is not the correct answer from the audio;audi79
This is an old bedroom;Esta es una vieja habitación;La casa tiene un jardín;La casa tiene 2 pisos ;Hay un carro en la casa;6;12;This is not the correct answer from the audio;audi80
The house has a garden;La casa tiene un jardín;La casa tiene 2 pisos ;Hay un carro en la casa;Usted estaba arreglando la puerta;6;12;This is not the correct answer from the audio;audi81
The house has two floors;La casa tiene 2 pisos ;Hay un carro en la casa;Usted estaba arreglando la puerta;Yo estoy limpiando el espejo ;6;12;This is not the correct answer from the audio;audi82
There is a car in the house;Hay un carro en la casa;Usted estaba arreglando la puerta;Yo estoy limpiando el espejo ;La mama  cose mi cobija;6;12;This is not the correct answer from the audio;audi83
You were fixing the door;Usted estaba arreglando la puerta;Yo estoy limpiando el espejo ;La mama  cose mi cobija;Ella cocina pollo para el almuerzo;6;12;This is not the correct answer from the audio;audi84
I am cleaning the mirror;Yo estoy limpiando el espejo ;La mama  cose mi cobija;Ella cocina pollo para el almuerzo;Ellos juegan videojuegos en su habitación;6;12;This is not the correct answer from the audio;audi85
The mother sews my blanket;La mama  cose mi cobija;Ella cocina pollo para el almuerzo;Ellos juegan videojuegos en su habitación;Mi hermana hace su cama;6;12;This is not the correct answer from the audio;audi86
She cooks chicken for  the lunch;Ella cocina pollo para el almuerzo;Ellos juegan videojuegos en su habitación;Mi hermana hace su cama;No como vegetales;6;12;This is not the correct answer from the audio;audi87
They play videogames in their bedroom ;Ellos juegan videojuegos en su habitación;Mi hermana hace su cama;No como vegetales;Mi hermano no cocina postres;6;12;This is not the correct answer from the audio;audi88
My sister does her bed;Mi hermana hace su cama;No como vegetales;Mi hermano no cocina postres;No lavaras los platos;6;12;This is not the correct answer from the audio;audi89
I don’t eat vegetables;No como vegetales;Mi hermano no cocina postres;No lavaras los platos;Ella recogerá la basura;6;12;This is not the correct answer from the audio;audi90
My brother doesn’t cook desserts;Mi hermano no cocina postres;No lavaras los platos;Ella recogerá la basura;No bebemos jugo de naranja ;6;12;This is not the correct answer from the audio;audi91
You will not wash the dishes;No lavaras los platos;Ella recogerá la basura;No bebemos jugo de naranja ;Tomare un baño después;6;12;This is not the correct answer from the audio;audi92
She will pick-up the garbage;Ella recogerá la basura;No bebemos jugo de naranja ;Tomare un baño después;El bebe juega en su coche;6;12;This is not the correct answer from the audio;audi93
We don’t drink orange juice;No bebemos jugo de naranja ;Tomare un baño después;El bebe juega en su coche;Mi padre y yo pintamos nuestras habitaciones;6;12;This is not the correct answer from the audio;audi94
I will take a shower later;Tomare un baño después;El bebe juega en su coche;Mi padre y yo pintamos nuestras habitaciones;Ella nunca come encurtidos ni cebolla;6;12;This is not the correct answer from the audio;audi95
The baby plays on its crib;El bebe juega en su coche;Mi padre y yo pintamos nuestras habitaciones;Ella nunca come encurtidos ni cebolla;Mi papa está caminando en el pasillo;6;12;This is not the correct answer from the audio;audi96
 my father and me painted our rooms;Mi padre y yo pintamos nuestras habitaciones;Ella nunca come encurtidos ni cebolla;Mi papa está caminando en el pasillo;Mama y papa están siempre en casa los domingos;6;12;This is not the correct answer from the audio;audi97
She never eats pickles neither onion;Ella nunca come encurtidos ni cebolla;Mi papa está caminando en el pasillo;Mama y papa están siempre en casa los domingos;Hay 2 sillas en la habitación;6;12;This is not the correct answer from the audio;audi98
My father is walking in the hall;Mi papa está caminando en el pasillo;Mama y papa están siempre en casa los domingos;Hay 2 sillas en la habitación;Hay un escritorio en el cuarto ;6;12;This is not the correct answer from the audio;audi99
Mom and dad are always at home on sunday;Mama y papa están siempre en casa los domingos;Hay 2 sillas en la habitación;Hay un escritorio en el cuarto ;Hay una toalla en el cuarto;6;12;This is not the correct answer from the audio;audi100
Are there a lot of people in the shopping mall?;There are a lot of people in the shopping mall;There aren't a lot of people in the shopping mall;There were a lot of people int he shopping mall;There will be a lot of people in the shopping mall;1;5;This is not the correct description;31
Are there people buying stuff in the shopping mall?;There are people buying stuff in the shopping mall;There aren't people buying stuff in the shopping mall;There is people buying stuff in the shopping mall;There isn't people buying stuff in the shopping mall;1;5;This is not the correct description;31
Is there light in the shopping mall?;There is light in the shopping mall;There isn't light in the shopping mall;There is lights in the shopping mall;There is lightes in the shopping mall;1;5;This is not the correct description;31
Is there a hall in the shopping mall?;There is a hall in the shopping mall;There isn't a hall in the shopping mall;There are a hall in the shopping mall;There aren't a hall in the shopping mall;1;5;This is not the correct description;31
Are there stands in the shopping mall?;There are stands in the shopping mall;There are not stands in the shopping mall;There will be stands in the shopping mall;There is stands in the shopping mall;1;5;This is not the correct description;31
Is there an artificial palm in the shopping mall?;There is an artificial palm in the shopping mall;There is not an artificial palm in the shopping mall;There are an artificial palm in the shopping mall;There are not an artificial palm in the shopping mall;1;5;This is not the correct description;31
Are there trees in the shopping mall?;There are not trees in the shopping mall;There are trees in the shopping mall;There was trees in the shopping mall;There be trees in the shopping mall;1;5;This is not the correct description;31
Is there adversiting in the shopping mall?;There is adversiting in the shopping mall;There is not adversiting in the shopping mall;There are not adversiting in the shopping mall;There are adversiting int he shopping mall;1;5;This is not the correct description;31
Does the shopping mall have three floors?;The shopping mall has three floors;The shopping mall doesn't have three floors;The shopping mall hasn't three floors;The shopping mall  haven't thee floors;1;5;This is not the correct description;31
Is there a person building a house?;There is not a person building a house;There is a person building a house;There are persons building a house;There are not people building a house;1;5;This is not the correct description;31
Are there bird statues in the shopping mall?;There are bird statues in the shopping mall;There are not bird statues in the shopping mall;There is bird statues in the shopping mall;There is not bird statues in the shopping mall;1;5;This is not the correct description;32
Are there flowers in the shopping mall?;There are flowers in the shopping mall;There is flowers in the shopping mall;There is not flowers in the shopping mall;There are not flowers in the shopping mall;1;5;This is not the correct description;32
Are there electrical stairs in the shopping mall?;There are electrical stairs in the shopping mall;There are not electrical stairs in the shopping mall;There is an electrical stair in the shopping mall;There is not an electrical stair in the shopping mall;1;5;This is not the correct description;32
Are there people walking around the shopping mall?;There are people walking around the shopping mall;There are not people walking around the shopping mall;There is people walking around the shopping mall;There is not people walking around the shopping mall;1;5;This is not the correct description;32
Is the shopping mall close?;The shopping mall isn't close;The shopping mall isn't closed;The shopping mall isn't closen;The shopping mall is close;1;5;This is not the correct description;32
Are there people eating in the first floor?;There are people eating in the first floor;There are not people eating in the first floor;There will be people eating int he first floor;There was people eating int he first floor;1;5;This is not the correct description;32
Is there a cafeteria in the first floor?;There is a cafeteria in the first floor;There is not a cafeteria in the forst floor;There are cafeterias in the first floor ;There are not cafeterias in the first floor;1;5;This is not the correct description;32
Is there a painting in the shopping mall?;There is a painting int he shopping mall;There are a painting in the shopping mall;There is not a painting in the shopping mall;There are not a painting in the shopping mall;1;5;This is not the correct description;32
Are there few stands in the shopping mall?;There are not few stands in the shopping mall;There are two stands in the shopping mall;There is one stand in the shopping mall;There are five stands in the shopping mall;1;5;This is not the correct description;32
Is there a pool in the center of the shopping mall?;There is a pool in the shopping mall;There is not a pool in the shopping mall;There are two pools in the center of the shopping mall;There are a lot of pools in the center of the shopping mall;1;5;This is not the correct description;33
Are there clothes stores in the shopping mall?;There are clothes stores in the shopping mall;There are not clothes stores in the shopping mall;There is clothes stores in the shopping mall;There is not clothes stores in the shopping mall;1;5;This is not the correct description;33
Are there chairs in the shopping mall?;There are chairs in the shopping mall;There are not chairs in the shopping mall;There is one chair in the shopping mall;There are four chairs in the shopping mall;1;5;This is not the correct description;33
Does the shopping mall have four floors?;The shopping mall doesn't have four floors;The shopping mall hasn't four floors;The shopping mall haven't four floors;The shopping mall doesn't has four floors;1;5;This is not the correct description;33
Are there people in this shopping mall?;There are people in this shopping mall;There are not people in this shopping mall;There is people in this shopping mall;There is not people in this shopping mall;1;5;This is not the correct description;33
Does the shopping mall have two floors?;The shopping mall has two floors;The shopping mall have two floors;The shopping mall does have two floors;The shopping mall does has two floors;1;5;This is not the correct description;33
Are there  people buying stuff in the shopping mall?;There are people buying stuff in the shopping mall;There are not people buying stuff in the shopping mall;There are people buyed stuff in the shopping mall;There are people buys stuff in the shopping mall;1;5;This is not the correct description;33
Is this shopping mall beautifull?;This shopping mall is beautiful;This shopping mall is dirty;This shopping mall is ugly;This shopping mall is old;1;5;This is not the correct description;33
Is there a stair in this shopping mall?;There is a stair in this shopping mall;There is not a stair int his shopping mall;There is stair in this shopping mall;There is stairs in this shopping mall;1;5;This is not the correct description;33
Are there people eating in the shopping mall?;There are people eating in the shopping mall;There aren't people eating in the shopping mall;There is people eating in the shopping mall;There isn't people eating in the shopping mall;1;5;This is not the correct description;33
Is this shopping mall big?;This shopping mall is big;This shopping mall is not big;This shopping mall is short;This shopping mall is small;1;5;This is not the correct description;33
Are there people running in the shopping mall?;There are not people running in the shopping mall;There are people running in the shopping mall;There is a person running in the shopping mall;There are two people running in the shopping mall;1;5;This is not the correct description;33
Is there a blackout in the shopping mall?;There is not a blackout in the shopping mall;There is a blackout in the shopping mall;There are blackouts in the shopping mall;There many blackouts in the shopping mall;1;5;This is not the correct description;33
Are there animals in the shopping mall?;There are not animals int he shopping mall;There are animals in the shopping mall;There is an animal in the shopping mall;There is animals in the shopping mall;1;5;This is not the correct description;33
Is there a person swimming in the shopping mall?;There is not a person swimming in the shopping mall;There is a person swimming in the shopping mall;There are a person swimming in the shopping mall;There are two persons swimming in the shopping mall;1;5;This is not the correct description;33
Are there tables in the shopping mall?;There are tables int he shopping mall;There are not tables in the shopping mall;There is a table in the shopping mall;There is not a table in the shopping mall;1;5;This is not the correct description;33
Are there people walking in the shopping mall?;There are people walking int he shopping mall;There are not people walking in the shopping mall;There are twenty people walking in the shopping mall;There are one people walking int he shopping mall;1;5;This is not the correct description;33
Do the people go to the shopping mall to buy animals?;The people don't go to the shopping mall to buy animals;The people go to the shopping mall to buy animals;The people goes to the shopping mall to buy animals;The people went to the shopping mall to buys animals;2;5;This is not the correct answer;
Could you buy clothes in the shopping mall?;We could buy clothes in the shopping mall;We couldn't buy clothes in the shopping mall;We could bought clothes in the shopping mall;We could buys clothes in the shopping mall;2;5;This is not the correct answer;
Are there usually people in the shopping malls?;There are usually people in the shopping malls;There aren't usually people in the shopping malls;There is usually people in the shopping malls;There isn't usually people in the shopping malls;2;5;This is not the correct answer;
Does the shopping mall have a lot of stands?;The shopping mall has a lot of stands;The shopping mall doesn't have a lot of stands;The shopping mall haven't a lot of stands;The shopping mall hasn't a lot of stands ;2;5;This is not the correct answer;
Do the people use to go to the shopping mall?;The people use to go to the shopping mall;The people do use to go to the shopping mall;The people does use to go to the shopping mall;The people uses to go to the shopping mall;2;5;This is not the correct answer;
Is the cafeteria is full?;The cafeteria is full;The cafeteria are full;The cafeteria wasn't full;The cafeteria will be full;2;5;This is not the correct answer;
Are there lamps in the shopping mall?;There are lamps in the shopping mall;There are not lamps in the shopping mall;There is lamps in the shopping mall;There is not a lamp in the shopping mall;2;5;This is not the correct answer;
Would you find restrooms in the shopping mall?;We would find restrooms in the shopping mall;We would not find restrooms in the shopping mall;We would found restrooms int he shopping mall;We would finded restrooms in the shopping mall;2;5;This is not the correct answer;
Is there a supermarket inside the shooping mall?;There is a supermarket inside the shopping mall;There were a supermarket inside the shopping mall;There be a supermarket in the shopping mall;There are a supermarket inside the shopping mall;2;5;This is not the correct answer;
Is the shopping mall close at midnight?;The shopping mall is close at midnight;The shopping mall were not close at midnight;The shopping mall don't close at midnight;The shopping mall are not close at midnight;2;5;This is not the correct answer;
Does the shopping mall have stairs?;The shopping mall has stairs;The shopping mall have stairs;The shopping mall doesn't has stairs;The shopping hasn't stairs;2;5;This is not the correct answer;
Does the family use to go to the shopping mall?;The family uses to go to the shopping mall;The family use to go to the shopping mall;The family used to go to the shopping mall;The family will use to go to the shopping mall ;2;5;This is not the correct answer;
Do they buy a jean in the shopping mall?;They buy a jean in the shopping mall;They do buy a jean in the shopping mall;They did buy a jean in the shopping mall;They bought a jean in the shopping mall;2;5;This is not the correct answer;
Did Carlos go to the shopping mall?;Carlos went to the shopping mall;Carlos goes to the shopping mall;Carlos will go to the shopping mall;Carlos didn't went to the shopping mall;2;5;This is not the correct answer;
Will Lina eat an ice cream in the shopping mall?;Lina will eat an ice cream in the shopping mall;Lina didn't eat an ice cream in the shopping mall;Lina wasn't eat an ice cream;Lina does eat an ice cream;2;5;This is not the correct answer;
Have you played in a shopping mall?;I have played in a shopping mall;I has played in a shopping mall;I had played in the shopping mall;I will have played in the shopping mall;2;5;This is not the correct answer;
Will Carolina have run in a shopping mall?;Carolina will have run in a shopping mall;Carolina will had run in a shopping mall;Carolina will did run in a shopping mall;Carolina run in a shopping mall;2;5;This is not the correct answer;
Were you spending money in the shopping mall?;We were spending money in the shopping mall;We was spending money in the shopping mall;We will be spending money in the shopping mall;We was not spending money in the shopping mall;2;5;This is not the correct answer;
Should you go to have fun in the shopping mall?;We should go to have fun int he shopping mall;We should went to have fun in the shopping mall;We should gone to have fun in the shopping mall;We should goes to have fun in the shopping mall;2;5;This is not the correct answer;
Is the shopping mall perfect for the family?;The shopping mall is perfect for the family ;The shopping mall were perfect for the family;The shopping mall will be perfect for the family;The shopping mall did was perfect for the family;2;5;This is not the correct answer;
Was Marcela wearing a blouse in the clothes store?;Marcela was wearing a blouse in the clothes store;Marcela were wearing a blouse in the clothes store;Marcela did wearing a blouse in the clothes store;Marcela will wearing a blouse in the clothes store;2;5;This is not the correct answer;
Did Sebastian drive to the shopping mall?;Sebastian drove to the shopping mall;Sebastian driven to the shopping mall;Sebastian will drive to the shopping mall;Sebastian have driven tot he shopping mall;2;5;This is not the correct answer;
Has Marcela token a bus to the shopping mall?;Marcela has token a bus to the shopping mall;Marcela have token a bus to he shopping mall;Marcela didn't has token a bus to the shopping mall;Marcela haven't token a bus tot he shopping mall;2;5;This is not the correct answer;
Have Andres and Marcela saved money to buy shirts in the shopping mall?;They have saved money to buy shirts in the shopping mall;They had saved money to buy shirts in the shopping mall;They will have saved money to buy shirts in the shopping mall;They has saved money to buy shirts in the shopping mall;2;5;This is not the correct answer;
Do we need money to go shopping in the shopping mall?;We need money to go shopping in the shopping mall;We needed money to go shopping in the shopping mall;We will need money to go shopping in the shopping mall;We have need money to go shopping int he shopping mall;2;5;This is not the correct answer;
Are my friends walking in the shopping mall?;They're walking in the shopping mall;They'd walking in the shopping mall ;They'll walking in the shopping mall;They's walking in the shopping mall;2;5;This is not the correct answer;
Do you want to visit the shopping mall?;We want to visit the shopping mall;We wanted to visit the shopping mall;We will want to visit the shopping mall;We have wanted to visit the shopping mall;2;5;This is not the correct answer;
Did we like to play in the shopping mall?;We liked to play in the shopping mall;We likes to play in the shopping mall;We will like to play in the shopping mall;We would like to play in the shopping mall;2;5;This is not the correct answer;
Are you going to buy a t.v. In the shopping mall?;We are going to buy a t.v. In the shopping mall;We were going to buy a t.v. In the shopping mall;We will be going to buy a t.v. In the shopping mall;We was going to buy a t.v. In the shopping  mall;2;5;This is not the correct answer;
Would they go to the shopping mall if they weren't sick?;They would go to the shopping mall if they weren't sick;They would went to the shopping mall if they weren't sick;They would go to the shopping mall if they wasn't sick;They would gone to the shopping mall if they weren't sick;2;5;This is not the correct answer;
Would Marcela be taking a shower to go to the shopping mall?;Marcela would be taking a shower to go to the shopping mall;Marcela would be take a shower to go to the shopping mall;Marcela would be token a shower to go to the shopping mall;Marcela would be took a shower to go to the shopping mall;2;5;This is not the correct answer;
Was my sister selling socks in the shopping mall?;My sister was selling socks in the shopping mall;My sister were selling socks in the shopping mall;My sister will be selling socks in the shopping mall;My sister have selling socks in the shopping mall;2;5;This is not the correct answer;
Did you watch a movie in the shopping mall?;We watched a movie int he shopping mall;We watches a movie in the shopping mall;We watchs a movie in the shopping mall;We will watch a movie in the shopping mall;2;5;This is not the correct answer;
Are you happy to work in the shopping mall?;I'm happy to work in the shopping mall;I'd happy to work in the shopping mall;I's happy to work in the shopping mall;I're happy to work in the shopping mall;2;5;This is not the correct answer;
Could I help you to find the restroom?;You could help me to find the restroom;You could help me to found the restroom;You could helped me to find the restroom;You will could help me to find the restroom;2;5;This is not the correct answer;
Can you close the shopping mall;I can close the shopping mall;I could close the shopping mall;I can not closed the shopping mall;I could not closes the shopping mall;2;5;This is not the correct answer;
We _____ eating ice cream;Are ;Is;Am;There be;3;5;This is not the correct word;
I ___ not running in the electrical stairs;Am;Are;Is;Will;3;5;This is not the correct word;
They _____ not running in the electrical stairs;Were;Was;There is; there are;3;5;This is not the correct word;
He ___ running in the electrical stairs;Is;Are ;Was;Has;3;5;This is not the correct word;
They _____ watching a movie in cinema;Are ;Was;Is;Were;3;5;This is not the correct word;
We ____  eating ice cream;Are ;Were;There is;Am;3;5;This is not the correct word;
We _____ buying shoes than camila want;Are ;Is;Will;Won't;3;5;This is not the correct word;
There ____ water in the source;Is;Are;Was;Were;3;5;This is not the correct word;
There ____ cars in the parking lot;Are ;Was;Is;Am;3;5;This is not the correct word;
Will __________ umbrellas in the shopping mall?;There be;There are;There is;There aren't;3;5;This is not the correct word;
_____ Camila have bought the shoes?;Will ;Were;Are;Is;3;5;This is not the correct word;
_____ she been eating ice cream?;Has ;Have ;Won't;Am;3;5;This is not the correct word;
______ Monica been in the food court?;Had;Was;Has;Were;3;5;This is not the correct word;
They ______ not in the elevator;Were;Was;Is;Are;3;5;This is not the correct word;
They _____ in the room of funny games;Are ;Is;Was;Am;3;5;This is not the correct word;
Laura _____ have bought the shirt;Will ;Has;Had;Are;3;5;This is not the correct word;
We ______ been buying clothes;Have;Had;Are;Will;3;5;This is not the correct word;
She will _____ seen the movie;Have;Were;Is;Was;3;5;This is not the correct word;
We ______ watched the movie;Have ;Be;Are;Had;3;5;This is not the correct word;
We ____ eating pizza at the cinema;Were;Was;Am;Are;3;5;This is not the correct word;
We ____ shopping in the shopping mall;Were;Is;Was;Am;3;5;This is not the correct word;
They ____ in kokoriko;Are ;Is;Was;Were;3;5;This is not the correct word;
_____ he like the shirt?;Does;Am;Are;Were;3;5;This is not the correct word;
_______ she watch the movie?;Could;Will;Were;Are;3;5;This is not the correct word;
We _______  go  shopping;Should;Does;There be;There is;3;5;This is not the correct word;
We _____ to go to buy the belt;Have;Are;Won't;Is;3;5;This is not the correct word;
There ____ popcorn in the cinema;Is;Are;Have;Will;3;5;This is not the correct word;
______ they eating ice cream?;Were;Was;Is;Am;3;5;This is not the correct word;
There ____  not red shoes;Are ;Is;Were;Had;3;5;This is not the correct word;
There ____ be green shirts;Will ;Has;Can;Are;3;5;This is not the correct word;
There _____ be people in the cinema;Won't;Could;Am;Should;3;5;This is not the correct word;
He ____ eaten popcorn in the cinema;Had;Have ;Will;Are;3;5;This is not the correct word;
Today we _____  in cinema;Were;Was;Have;Is;3;5;This is not the correct word;
He ______ been buying clothes;Hasn't;Had;Was;Am;3;5;This is not the correct word;
You _____ have bought the pants;Will ;Has;Can;Should;3;5;This is not the correct word;
He _____ have bought tickets to go to cinema;Will ;Are;Am;Is;3;5;This is not the correct word;
You/shopping mall/driving/are/the/to;Are you driving to the shopping mall?;You driving are to the shopping mall?;Driving you are to the shopping mall?;To the shopping you are driving ?;4;5;This is not the correct structure;
Wants/shopping mall/mother/to/buy/clothes/her/my/the/in;My mother wants to buy her clothes in the shopping mall;Wants to buy my mother her clothes in the shopping mall;In the shopping mall wants my mother to buy her clothes;To buy her clothes my mother wants in the shopping mall;4;5;This is not the correct structure;
Use/in/the/you/be/to/shopping mall;You use to be in the shopping mall;To be in the shopping mall you use ;Use to be you in the shopping mall;In the shopping mall you use to be;4;5;This is not the correct structure;
Going/buy/we/to/are/our/clothes;We are going to buy our clothes;Our clothes we are going to buy;Are going to buy our clothes we;We going to our clothes buy are;4;5;This is not the correct structure;
Stands/shopping mall/are/there/the/in;There are stands in the shopping mall;Stands in the shopping mall there are;In the shopping mall there are stands;There stands are in the shopping mall;4;5;This is not the correct structure;
Electrical/the/playing/are/children/the/in/stairs;The children are playing in the electrical stairs;Playing the children are in the electrical stairs;In the electrical stairs the children are playing ;Are the children in the electrical stairs playing ;4;5;This is not the correct structure;
The/to/in/fun/have/people/love/shopping mall;The people love to have fun in the shopping mall;In the shopping mall the people love to have fun;To have fun in the shopping mall the people love;Fun to have love the people in the shopping mall;4;5;This is not the correct structure;
Let's/to/t.v./going/buy/the;Let's going to buy the t.v.;The t.v. Let's going to buy;To buy the t.v. Let's going;The t.v. To buy let's going;4;5;This is not the correct structure;
Are/t-shirts/beautiful/the;The t-shirts are beautiful;T-shirts the are beautiful;Are beautiful the t-shirts;The are beautiful the t-shirts;4;5;This is not the correct structure;
Want/movies/we/to/watch/the/shopping mall/in;We want to watch movies in the shopping mall;To watch movies we want in the shopping mall;We want movies to watch in the shopping mall;In the shopping mall we want to watch movies;4;5;This is not the correct structure;
Will/eaten/we/ice cream/have/shopping mall/the/in;We will have eaten ice cream in the shopping mall;Will have we eaten ice cream in the shopping mall;Ice cream we will have eaten in the shopping mall;In the shopping mall we will have eaten ice cream;4;5;This is not the correct structure;
Need/money/we/watch/to/movies;We need money to watch movies;Movies to watch we need money;Money we need to watch movies;Movies we need money to watch ;4;5;This is not the correct structure;
Buy/to/i/need/jeans;I need to buy jeans;To buy jeans i need;Jeans to buy i need;Need to buy jeans i;4;5;This is not the correct structure;
In/people/there/the/shopping mall/are;There are people in the shopping mall;Are people there in the shopping mall;In the shopping mall there are people;People there are in the shopping mall;4;5;This is not the correct structure;
Cafetereria/the/shopping mall/in/is/there/a;There is a cafeteria in the shopping mall;In the shopping mall there is a cafeteria;A cafeteria there is in the shopping mall;A cafetereria in the shopping mall there is;4;5;This is not the correct structure;
A/there/is/shopping mall/supermarket/the/in ;There is a supermarket in the shopping mall;In the shopping mall there is a supermarket;A supermarket there is in the shopping mall;Is a supermarket there in the shopping mall;4;5;This is not the correct structure;
Are/happy/the/shopping mall/in/children/the;The children are happy in the shopping mall;Are happy the children in the shopping mall;In the shopping mall the children are happy;Happy are the children in the shopping mall;4;5;This is not the correct structure;
Are/shopping malls/usually/big/the;The shopping malls are usually big;Big are the shopping malls usually;Are big the shopping malls usually;Usually the shopping malls are big;4;5;This is not the correct structure;
Go/people/sometimes/to/eat/to/shopping mall/the;People sometimes go to eat to the shopping mall;Sometimes people to eat go to the shopping mall;To the shopping mall sometimes people go  to eat;To eat sometimes people go to the shopping mall;4;5;This is not the correct structure;
Working/are/people/there/the/shopping mall/in;There are people working in the shopping mall;People working there are in the shopping mall;There people are working in the shopping mall;Working in the shopping mall there are people;4;5;This is not the correct structure;
The/has/shopping mall/a/stores/of/lot;The shopping mall has a lot of stores;Stores the shopping mall has a lot of;A lot of stores the shopping mall has ;Stores a lot of has the shopping mall;4;5;This is not the correct structure;
Clothes/are/stores/there/shopping mall/the/in;There are clothe stores in the shopping mall;Clothes stores there are in the shopping mall;In the shopping mall there are clothes stores;In the shopping mall there are clothes stores;4;5;This is not the correct structure;
Is/cinema/shopping mall/the/in/there/a;There is a cinema in the shopping mall;In the shopping mall there is a cinema;A cinema there is int he shopping mall;In the shopping mall a cinema there is;4;5;This is not the correct structure;
A/is/supermarket/there/the/in/shopping mall;There is a supermarket in the shopping mall;A shopping mall there is in the supermarket;A supermarket there is in the shopping mall;In the shopping mall there is a supermarket;4;5;This is not the correct structure;
Are/games/video/there/shopping mall/the/in;There are video games in the shopping mall;Video games there are in the shopping mall;In the shopping mall there are video games;In the shopping mall there are video games;4;5;This is not the correct structure;
Camilo/saving/money/is/to/clothes/buy;Camilo is saving money to buy clothes;To buy clothes Camilo is saving money;Saving money Camilo is to buy clothes;Money Camilo is saving to buy clothes;4;5;This is not the correct structure;
My/walking/her/is/friends/mom/with;My mom is walking with her friends;With her friends my mom is walking;Walking with her friends my mom is;My mom with her friends is walking;4;5;This is not the correct structure;
The/buying/stuff/people/are/the/in/shopping mall;The people are buying stuff in the shopping mall;The people buying are stuff in the shopping mall;In the shopping mall the people are buying stuff ;Buying stuff in the shopping mall the people are;4;5;This is not the correct structure;
Sandals/shopping mall/people/sell/the/in;People sell sandals in the shopping mall;In the shopping mall  people sell sandals;Sell sandals people in the shopping mall;In the shopping sell sandals people;4;5;This is not the correct structure;
We/driving/to/are/shopping mall/the;We are driving to the shopping mall;To the shopping mall we are driving;Are driving we to the shopping mall;Driving are we to the shopping mall;4;5;This is not the correct structure;
Will/go/in/afternoon/we/shopping/the;We will go shopping in the afternoon;In the afternoon we will go shopping;Go shopping in the afternoon we will ;We will in the afternoon go shopping ;4;5;This is not the correct structure;
